_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
461,2021,D42,Crimes Against Property,Theft Over $5000,2,0
462,2019,D14,Crimes Against Property,Theft Over $5000,6,0
463,2018,D23,Crimes Against Property,Break & Enter-House,13,0
464,2023,D42,Crimes Against Property,Theft Over $5000,2,0
465,2022,D32,Crimes Against Property,Break & Enter-Apartment,2,0
466,2015,D55,Crimes Against Property,Auto Theft,7,0
467,2023,D33,Crimes Against Property,Auto Theft,1,0
468,2020,D11,Crimes Against Property,Auto Theft,4,0
469,2018,D33,Crimes Against the Person,Robbery-Other,1,0
470,2017,D22,Crimes Against Property,Theft Over $5000,6,0
471,2016,D13,Crimes Against Property,Theft Over $5000,5,0
472,2014,NSA,Crimes Against the Person,Assault,1,0
473,2014,D11,Crimes Against Property,Auto Theft,1,0
474,2020,D23,Crimes Against Property,Break & Enter-Other,1,0
475,2022,D43,Crimes Against Property,Theft Under $5000,7,0
476,2019,D22,Crimes Against Property,Theft Over $5000,1,0
477,2021,D55,Crimes Against Property,Break & Enter-Apartment,8,0
478,2019,D11,Crimes Against Property,Break & Enter-Commercial,10,0
479,2020,D32,Crimes Against Property,Theft Under $5000,1,0
480,2019,D12,Crimes Against Property,Theft Over $5000,3,0
481,2022,D43,Crimes Against Property,Theft Over $5000,1,0
482,2021,D33,Crimes Against the Person,Assault,1,0
483,2022,D51,Crimes Against Property,Theft Under $5000,1,0
484,2015,D32,Crimes Against Property,Auto Theft,9,0
485,2022,D53,Crimes Against Property,Auto Theft,41,0
486,2014,D22,Crimes Against the Person,Sexual Violation,1,0
487,2015,D42,Crimes Against Property,Auto Theft,9,0
488,2017,D32,Crimes Against Property,Break & Enter-House,4,0
489,2016,D22,Crimes Against Property,Auto Theft,1,0
490,2016,D14,Crimes Against Property,Break & Enter-Other,2,0
491,2020,D42,Crimes Against Property,Break & Enter-Other,2,0
492,2016,D11,Crimes Against Property,Theft Under $5000,1,0
493,2023,D53,Crimes Against Property,Theft Over $5000,1,0
494,2015,D23,Crimes Against Property,Break & Enter-Apartment,3,0
495,2018,D23,Crimes Against Property,Break & Enter-House,5,0
496,2018,D42,Crimes Against Property,Break & Enter-Other,2,0
497,2016,D33,Crimes Against Property,Break & Enter-Commercial,1,0
498,2019,D13,Crimes Against Property,Break & Enter-Commercial,1,0
499,2017,D14,Crimes Against Property,Other,1,0
500,2016,D14,Crimes Against Property,Auto Theft,10,0
501,2021,D53,Crimes Against Property,Auto Theft,15,0
502,2016,D53,Crimes Against Property,Theft Over $5000,1,0
503,2017,NSA,Crimes Against the Person,Assault,2,0
504,2017,D13,Crimes Against the Person,Robbery-Other,1,0
505,2017,D11,Crimes Against Property,Fraud,1,0
506,2014,D33,Crimes Against the Person,Assault,2,0
507,2019,D12,Crimes Against the Person,Attempt Murder,7,0
508,2018,D51,Crimes Against the Person,Assault,1,0
509,2022,D32,Crimes Against Property,Theft Over $5000,4,0
510,2023,D53,Crimes Against Property,Break & Enter-Commercial,5,0
511,2021,D53,Crimes Against Property,Theft Under $5000,10,0
512,2017,D23,Crimes Against Property,Break & Enter-Other,4,0
513,2022,D51,Crimes Against Property,Auto Theft,19,0
514,2015,D42,Crimes Against Property,Theft Over $5000,6,0
515,2017,D23,Crimes Against Property,Auto Theft,43,0
516,2021,D32,Crimes Against Property,Break & Enter-Other,5,0
517,2020,NSA,Crimes Against Property,Fraud,1,0
518,2014,D14,Crimes Against Property,Theft Over $5000,1,0
519,2018,D53,Crimes Against Property,Auto Theft,13,0
520,2017,D52,Crimes Against Property,Auto Theft,1,0
521,2021,D11,Crimes Against Property,Theft Over $5000,1,0
522,2022,D14,Crimes Against Property,Theft Over $5000,4,0
523,2018,D33,Crimes Against the Person,Robbery-Other,1,0
524,2019,D23,Crimes Against Property,Break & Enter-Other,1,0
525,2023,D42,Crimes Against Property,Break & Enter-Apartment,2,0
526,2023,D23,Crimes Against Property,Theft Over $5000,8,0
527,2023,D41,Crimes Against the Person,Robbery-Financial,1,0
528,2015,D55,Crimes Against Property,Break & Enter-Apartment,1,0
529,2019,D22,Crimes Against Property,Auto Theft,41,0
530,2017,D43,Crimes Against Property,Break & Enter-Commercial,1,0
531,2023,D32,Crimes Against Property,Auto Theft,37,0
532,2018,D43,Crimes Against Property,Break & Enter-Other,1,0
533,2023,D41,Crimes Against Property,Break & Enter-House,3,0
534,2016,D14,Crimes Against Property,Auto Theft,12,0
535,2015,D13,Crimes Against Property,Auto Theft,3,0
536,2016,D22,Crimes Against Property,Break & Enter-Commercial,1,0
537,2020,D33,Crimes Against Property,Break & Enter-Other,3,0
538,2017,D51,Crimes Against Property,Theft Over $5000,2,0
539,2014,D11,Crimes Against the Person,Other,3,0
540,2019,D43,Crimes Against Property,Fraud,4,0
541,2021,D33,Crimes Against the Person,Robbery-Other,2,0
542,2023,D22,Crimes Against Property,Fraud,1,0
543,2023,D22,Crimes Against Property,Theft Over $5000,5,0
544,2022,D43,Crimes Against Property,Theft Over $5000,2,0
545,2021,D22,Crimes Against the Person,Assault,1,0
546,2017,D22,Crimes Against the Person,Assault,1,0
547,2017,D33,Crimes Against Property,Other,1,0
548,2022,D33,Crimes Against Property,Fraud,4,0
549,2022,D14,Crimes Against Property,Auto Theft,12,0
550,2023,D51,Crimes Against the Person,Attempt Murder,3,0
551,2015,D42,Crimes Against Property,Break & Enter-Commercial,4,0
552,2020,D53,Crimes Against Property,Theft Over $5000,12,0
553,2022,D32,Crimes Against Property,Break & Enter-Commercial,4,0
554,2014,D11,Crimes Against Property,Auto Theft,1,0
555,2015,D22,Crimes Against the Person,Robbery-Other,1,0
556,2016,D11,Crimes Against the Person,Attempt Murder,1,0
557,2023,D22,Crimes Against Property,Break & Enter-Other,2,0
558,2018,D23,Crimes Against Property,Theft Over $5000,1,0
559,2023,NSA,Crimes Against the Person,Sexual Violation,1,0
560,2023,D53,Crimes Against the Person,Robbery-Other,1,0
561,2019,D32,Crimes Against Property,Break & Enter-Apartment,7,0
562,2018,D53,Crimes Against Property,Other,9,0
563,2015,D41,Crimes Against the Person,Assault,1,0
564,2020,D12,Crimes Against Property,Auto Theft,25,0
565,2019,D22,Crimes Against Property,Auto Theft,12,0
566,2014,D51,Crimes Against the Person,Other,1,0
567,2021,D22,Crimes Against Property,Theft Over $5000,2,0
568,2022,D11,Crimes Against Property,Fraud,11,0
569,2022,D11,Crimes Against Property,Break & Enter-Apartment,2,0
570,2016,D13,Crimes Against Property,Break & Enter-Commercial,1,0
571,2020,D22,Crimes Against Property,Break & Enter-House,7,0
572,2016,D23,Crimes Against Property,Break & Enter-House,2,0
573,2016,D52,Crimes Against the Person,Robbery-Other,2,0
574,2015,D32,Crimes Against the Person,Attempt Murder,2,0
575,2023,D43,Crimes Against Property,Break & Enter-Apartment,1,0
576,2022,D42,Crimes Against the Person,Robbery-Other,7,0
577,2018,D12,Crimes Against Property,Break & Enter-Apartment,1,0
578,2015,D42,Crimes Against Property,Break & Enter-Commercial,2,0
579,2018,D12,Crimes Against Property,Break & Enter-House,8,0
580,2016,D14,Crimes Against Property,Theft Over $5000,2,0
581,2019,D52,Crimes Against Property,Break & Enter-House,2,0
582,2020,D12,Crimes Against Property,Theft Over $5000,10,0
583,2015,D41,Crimes Against Property,Break & Enter-Apartment,9,0
584,2014,D51,Crimes Against Property,Theft Over $5000,7,0
585,2021,D32,Crimes Against Property,Auto Theft,30,0
586,2016,D33,Crimes Against Property,Break & Enter-Commercial,2,0
587,2014,D32,Crimes Against the Person,Robbery-Other,3,0
588,2019,D22,Crimes Against Property,Break & Enter-Apartment,7,0
589,2018,D13,Crimes Against Property,Theft Over $5000,2,0
590,2022,D51,Crimes Against Property,Break & Enter-House,1,0
591,2018,D32,Crimes Against Property,Theft Over $5000,7,0
592,2016,D31,Crimes Against Property,Theft Under $5000,1,0
593,2015,D43,Crimes Against Property,Break & Enter-Apartment,1,0
594,2017,D52,Crimes Against Property,Theft Under $5000,1,0
595,2023,D41,Crimes Against Property,Auto Theft,7,0
596,2015,D31,Crimes Against Property,Auto Theft,1,0
597,2022,D13,Crimes Against Property,Break & Enter-House,4,0
598,2017,D55,Crimes Against Property,Break & Enter-Apartment,2,0
599,2019,D23,Crimes Against Property,Break & Enter-House,3,0
600,2021,D14,Crimes Against Property,Break & Enter-Commercial,10,0
601,2021,D43,Crimes Against Property,Theft Over $5000,2,0
602,2019,D31,Crimes Against Property,Break & Enter-Other,1,0
603,2017,D23,Crimes Against Property,Break & Enter-Commercial,1,0
604,2022,D12,Crimes Against Property,Break & Enter-Commercial,6,0
605,2015,D11,Crimes Against Property,Break & Enter-Apartment,3,0
606,2022,D52,Crimes Against Property,Theft Under $5000,21,0
607,2014,D32,Crimes Against Property,Break & Enter-Apartment,2,0
608,2014,D33,Other Federal Statute Violations,Other,1,0
609,2018,D11,Crimes Against Property,Auto Theft,2,0
610,2020,D43,Crimes Against Property,Auto Theft,4,0
611,2023,D52,Crimes Against Property,Auto Theft,20,0
612,2022,D13,Crimes Against the Person,Robbery-Other,3,0
613,2018,D51,Crimes Against Property,Break & Enter-Commercial,1,0
614,2015,D13,Crimes Against Property,Theft Over $5000,3,0
615,2019,D51,Crimes Against Property,Theft Under $5000,7,0
616,2019,D43,Crimes Against Property,Theft Over $5000,2,0
617,2018,D22,Crimes Against Property,Auto Theft,18,0
618,2018,D55,Crimes Against the Person,Attempt Murder,1,0
619,2023,D31,Crimes Against Property,Break & Enter-Other,1,0
620,2019,D13,Crimes Against Property,Break & Enter-House,4,0
621,2022,D53,Crimes Against Property,Break & Enter-House,9,0
622,2021,D12,Crimes Against Property,Break & Enter-Commercial,1,0
623,2019,D42,Crimes Against Property,Theft Over $5000,3,0
624,2022,D12,Crimes Against Property,Break & Enter-Other,2,0
625,2020,D51,Crimes Against the Person,Robbery-Other,3,0
626,2017,D33,Crimes Against Property,Theft Over $5000,5,0
627,2016,D52,Crimes Against Property,Theft Under $5000,1,0
628,2018,D14,Crimes Against Property,Break & Enter-Apartment,6,0
629,2017,D13,Crimes Against Property,Break & Enter-Apartment,3,0
630,2020,D13,Crimes Against Property,Fraud,19,0
631,2017,D32,Crimes Against Property,Theft Over $5000,1,0
632,2022,D22,Crimes Against the Person,Other,1,0
633,2016,D12,Crimes Against Property,Auto Theft,11,0
634,2014,NSA,Crimes Against Property,Fraud,1,0
635,2016,D55,Crimes Against Property,Theft Over $5000,4,0
636,2021,D11,Crimes Against the Person,Robbery-Other,1,0
637,2023,D22,Crimes Against Property,Theft Over $5000,2,0
638,2019,D32,Crimes Against the Person,Robbery-Financial,1,0
639,2017,D33,Crimes Against Property,Theft Under $5000,1,0
640,2016,NSA,Crimes Against Property,Fraud,1,0
641,2022,D31,Other Federal Statute Violations,Other,1,0
642,2018,D53,Crimes Against Property,Break & Enter-Apartment,1,0
643,2019,D31,Crimes Against Property,Break & Enter-Other,1,0
644,2015,NSA,Crimes Against Property,Theft Under $5000,1,0
645,2023,D14,Crimes Against Property,Auto Theft,28,0
646,2022,D23,Crimes Against Property,Break & Enter-House,4,0
647,2023,D22,Crimes Against Property,Fraud,30,0
648,2018,D32,Crimes Against Property,Fraud,29,0
649,2020,D42,Crimes Against Property,Break & Enter-House,11,0
650,2014,D33,Crimes Against Property,Break & Enter-Other,1,0
651,2018,D53,Crimes Against Property,Break & Enter-Commercial,10,0
652,2022,D11,Crimes Against Property,Theft Over $5000,1,0
653,2023,D22,Crimes Against Property,Break & Enter-Commercial,10,0
654,2016,D22,Crimes Against Property,Other,1,0
655,2021,D55,Crimes Against Property,Auto Theft,19,0
656,2018,D42,Crimes Against Property,Break & Enter-Commercial,1,0
657,2022,D12,Crimes Against Property,Break & Enter-Apartment,7,0
658,2017,D33,Crimes Against Property,Auto Theft,9,0
659,2016,D43,Crimes Against Property,Break & Enter-Other,2,0
660,2018,D23,Crimes Against Property,Break & Enter-Apartment,2,0
661,2021,D11,Crimes Against Property,Break & Enter-Commercial,1,0
662,2016,D33,Crimes Against Property,Break & Enter-House,6,0
663,2020,D42,Crimes Against Property,Theft Over $5000,3,0
664,2023,D22,Crimes Against Property,Break & Enter-House,4,0
665,2022,D23,Crimes Against Property,Break & Enter-Apartment,1,0
666,2014,D33,Crimes Against Property,Theft Over $5000,1,0
667,2016,D53,Crimes Against the Person,Robbery-Other,1,0
668,2017,D53,Crimes Against Property,Break & Enter-Other,1,0
669,2016,D42,Crimes Against the Person,Sexual Violation,1,0
670,2018,D53,Crimes Against Property,Break & Enter-Apartment,7,0
671,2023,D32,Crimes Against Property,Break & Enter-Commercial,12,0
672,2017,D52,Crimes Against the Person,Robbery-Other,1,0
673,2016,D43,Crimes Against Property,Auto Theft,2,0
674,2017,D32,Crimes Against Property,Break & Enter-Commercial,11,0
675,2021,D42,Crimes Against Property,Break & Enter-Apartment,2,0
676,2017,D22,Crimes Against Property,Fraud,1,0
677,2014,D33,Crimes Against Property,Fraud,1,0
678,2023,D32,Crimes Against Property,Break & Enter-Apartment,4,0
679,2020,D55,Crimes Against Property,Break & Enter-Apartment,6,0
680,2022,D55,Crimes Against Property,Theft Over $5000,1,0
681,2016,D55,Crimes Against Property,Auto Theft,2,0
682,2014,D33,Crimes Against the Person,Robbery-Other,1,0
683,2022,D32,Crimes Against Property,Break & Enter-Commercial,5,0
684,2017,D11,Crimes Against the Person,Attempt Murder,2,0
685,2017,D14,Crimes Against Property,Fraud,1,0
686,2015,D55,Crimes Against the Person,Assault,1,0
687,2016,D55,Crimes Against Property,Auto Theft,1,0
688,2021,D14,Crimes Against Property,Break & Enter-House,4,0
689,2015,D33,Crimes Against Property,Auto Theft,10,0
690,2014,D32,Crimes Against the Person,Assault,1,0
691,2014,D11,Crimes Against Property,Break & Enter-Commercial,2,0
692,2022,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0
693,2017,D51,Crimes Against the Person,Attempt Murder,4,0
694,2019,D55,Crimes Against Property,Auto Theft,13,0
695,2018,D22,Crimes Against the Person,Other,2,0
696,2019,D22,Crimes Against Property,Break & Enter-Other,3,0
697,2023,D12,Crimes Against the Person,Robbery-Other,1,0
698,2020,D53,Crimes Against the Person,Sexual Violation,1,0
699,2016,D42,Crimes Against Property,Break & Enter-Commercial,2,0
700,2021,D32,Crimes Against Property,Break & Enter-House,1,0
701,2018,D32,Crimes Against Property,Theft Over $5000,1,0
702,2022,D43,Crimes Against the Person,Sexual Violation,2,0
703,2022,D42,Crimes Against Property,Break & Enter-House,7,0
704,2023,D53,Crimes Against Property,Other,3,0
705,2020,D32,Crimes Against Property,Theft Over $5000,9,0
706,2014,D53,Crimes Against Property,Theft Over $5000,1,0
707,2022,D13,Crimes Against the Person,Robbery-Other,3,0
708,2016,NSA,Crimes Against the Person,Assault,1,0
709,2016,D31,Crimes Against Property,Break & Enter-Other,2,0
710,2017,D12,Crimes Against the Person,Robbery-Other,1,0
711,2015,D22,Crimes Against Property,Break & Enter-Apartment,1,0
712,2020,D32,Crimes Against the Person,Robbery-Other,2,0
713,2022,D33,Crimes Against Property,Break & Enter-Commercial,1,0
714,2021,D43,Crimes Against Property,Break & Enter-Other,1,0
715,2023,D55,Crimes Against Property,Break & Enter-Other,4,0
716,2022,D22,Crimes Against the Person,Robbery-Financial,2,0
717,2022,D43,Criminal Code Traffic,Other,2,0
718,2020,NSA,Crimes Against Property,Fraud,2,0
719,2015,D33,Crimes Against the Person,Attempt Murder,1,0
720,2015,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,0
721,2023,D42,Crimes Against Property,Break & Enter-House,25,0
722,2022,D11,Crimes Against Property,Fraud,4,0
723,2021,D14,Crimes Against Property,Break & Enter-House,2,0
724,2023,D12,Crimes Against Property,Auto Theft,6,0
725,2021,D52,Crimes Against Property,Fraud,4,0
726,2014,D33,Crimes Against Property,Theft Under $5000,2,0
727,2023,D14,Crimes Against Property,Theft Under $5000,2,0
728,2015,D12,Crimes Against Property,Break & Enter-House,3,0
729,2015,D42,Crimes Against Property,Break & Enter-Commercial,3,0
730,2019,D53,Crimes Against the Person,Sexual Violation,1,0
731,2019,D13,Crimes Against Property,Break & Enter-Apartment,6,0
732,2021,D53,Crimes Against Property,Fraud,2,0
733,2019,D23,Crimes Against Property,Theft Under $5000,23,0
734,2014,D42,Crimes Against Property,Break & Enter-Commercial,6,0
735,2018,D14,Crimes Against Property,Theft Over $5000,6,0
736,2021,D43,Crimes Against Property,Break & Enter-House,5,0
737,2023,D32,Crimes Against Property,Theft Over $5000,8,0
738,2018,D31,Crimes Against Property,Theft Over $5000,1,0
739,2014,D32,Crimes Against Property,Break & Enter-Commercial,1,0
740,2023,D42,Crimes Against Property,Theft Over $5000,1,0
741,2020,D42,Crimes Against Property,Break & Enter-Other,1,0
742,2020,D53,Other Federal Statute Violations,Other,1,0
743,2022,D11,Crimes Against Property,Break & Enter-Apartment,2,0
744,2020,D23,Crimes Against Property,Theft Over $5000,1,0
745,2017,D42,Crimes Against the Person,Attempt Murder,2,0
746,2019,D22,Crimes Against Property,Theft Over $5000,5,0
747,2023,D13,Crimes Against Property,Break & Enter-House,8,0
748,2015,D53,Crimes Against Property,Theft Over $5000,3,0
749,2017,D53,Crimes Against Property,Break & Enter-Commercial,1,0
750,2019,D53,Crimes Against Property,Break & Enter-Apartment,10,0
751,2018,D53,Crimes Against the Person,Robbery-Other,1,0
752,2020,D23,Crimes Against Property,Other,1,0
753,2015,NSA,Crimes Against Property,Other,1,0
754,2021,D22,Crimes Against Property,Break & Enter-Commercial,1,0
755,2022,D33,Crimes Against Property,Fraud,90,0
756,2021,D12,Other Federal Statute Violations,Other,1,0
757,2015,D11,Crimes Against Property,Other,1,0
758,2017,D11,Crimes Against Property,Break & Enter-Apartment,3,0
759,2017,D42,Crimes Against Property,Theft Over $5000,3,0
760,2014,D23,Crimes Against Property,Break & Enter-Apartment,5,0
761,2022,D53,Crimes Against Property,Theft Under $5000,15,0
762,2019,D22,Crimes Against Property,Break & Enter-Apartment,2,0
763,2015,D43,Criminal Code Traffic,Other,1,0
764,2018,D12,Crimes Against Property,Theft Over $5000,1,0
765,2015,D33,Crimes Against Property,Break & Enter-Apartment,3,0
766,2019,D14,Crimes Against Property,Auto Theft,2,0
767,2014,D32,Crimes Against Property,Auto Theft,1,0
768,2015,D43,Crimes Against Property,Break & Enter-Commercial,1,0
769,2021,D31,Crimes Against Property,Break & Enter-Other,2,0
770,2017,D11,Crimes Against Property,Auto Theft,3,0
771,2022,D33,Crimes Against Property,Break & Enter-House,13,0
772,2020,D42,Crimes Against Property,Theft Over $5000,2,0
773,2020,D55,Crimes Against Property,Theft Over $5000,4,0
